short_name,long_name,age,potential,
L. Castellanos,Andrés Leandro Castellanos Serrano,35,68,
D. Mosquera,Dairon Mosquera Chaverra,27,68,
J. Hernández,John Edison Hernández Montoya,33,68,
C. Alzáte,Cleider Leandro Alzáte Correa,31,68,
J. Arboleda,Juan Guillermo Arboleda Sánchez,29,68,
H. Rojas,Henry Andrés Rojas Delgado,31,68,
J. Cuero,Jefferson Cuero Castro,31,68,
F. Battiste,Fernando Nicolás Battiste,35,68,
J. López,Javier López Rodríguez,30,68,
J. Duque,Jefferson Andrés Duque Montoya,32,68,
D. Llanos,David Antonio Llanos Almonacid,29,68,
F. Cordero,Fernando Patricio Cordero Fonseca,31,68,
F. Manríquez,Fernando Manríquez,35,68,
G. Díaz,Gastón Díaz,31,68,
R. Ranftl,Reinhold Ranftl,27,68,
I. Kecojević,Ivan Kecojević,31,68,
A. Monfray,Adrien Monfray,28,68,
F. Martin,Florian Martin,29,68,
N. Valentini,Nahuel Valentini,30,68,
P. Muñoz,Pedro Muñoz,33,68,
M. Arini,Mariano Arini,32,68,
P. Zulechner,Philipp Zulechner,29,68,
R. Dugimont,Rémy Dugimont,33,68,
S. Kutschke,Stefan Kutschke,30,68,
K. Moore,Kieffer Moore,26,68,
C. Amissi,Cedric Amissi,29,68,
D. Cerén,Darwin Adelso Cerén Delgado,29,68,
Mamadu Candé,Muhammad Youssuf Candé,27,68,
S. Gonda,権田 修一,30,68,
H. Takahashi,髙橋 秀人,31,68,
J. Zacaría,Jonathan Fabián Zacaría,29,68,
J. Aguirre,Leonel Jonás Aguirre Avalo,27,68,
J. Molangoane,Joseph Molangoane,31,68,
Y. Baraye,Yves Baraye,27,68,
Luismi,Luis Miguel Sánchez Benítez,27,68,
D. Gómez,Diego Steven Gómez Maldonado,30,68,
E. Hernández,Ernesto Exequiel Hernández Oncina,33,68,
R. Lindkvist,Rasmus Lindkvist,29,68,
Liu Binbin,刘彬彬,26,68,
V. Bozhikov,Vasil Georgiev Bozhikov,31,68,
Ren Hang,任航,30,68,
Sun Ke,孙可,29,68,
Jiang Zhipeng,姜至鹏,30,68,
T. Aoyama,青山 敏弘,33,68,
C. Osmanpaşa,Caner Osmanpaşa,31,68,
O. Ovacıklı,Orhan Ovacıklı,30,68,
K. Avcı,Kerim Avcı,29,68,
A. Mateiu,Alexandru Mateiu,29,68,
B. Zech,Benedikt Zech,28,68,
J. Iglesias,Jonathan Iglesias,30,68,
E. Kaş,Erkan Kaş,27,68,
T. van Weert,Tom van Weert,29,68,
Vasco Rocha,Vasco André Moreira da Rocha,30,68,
J. Miño,Juan Pablo Miño,31,68,
M. Barbieri,Mariano Omar Barbieri,28,68,
Dani Ramírez,Daniel Ramírez Fernández,27,68,
Wang Shenchao,王燊超,30,68,
N. Citro,Nicola Citro,30,68,
M. Ibarra,Miguel Ibarra,29,68,
L. Villarruel,Lucas Ariel Villarruel,28,68,
N. Mazzola,Nicolás Mario Mazzola,29,68,
N. Omladič,Nik Omladič,29,68,
Y. Takahagi,髙萩 洋次郎,32,68,
M. Ordóñez,Michael Ordóñez,29,68,
P. Kirkevold,Pål Alexander Kirkevold,28,68,
Chi Zhongguo,池忠国,29,68,
M. Taylor,Matty Taylor,29,68,
S. Iljutcenko,Stanislav Iljutcenko,28,68,
T. Mrčela,Tomislav Mrčela,28,68,
Z. Yıldırım,Zeki Yıldırım,28,68,
L. Gör,Lokman Gör,28,68,
J. Pérez,John Fredy Pérez Lizarazo,30,68,
A. Camargo,Alejandro Maximiliano Camargo,30,68,
Josan,José Antonio Ferrández Pomares,29,68,
J. Sabbatini,Jonathan Maximiliano Sabbatini Perfecto,31,68,
J. Parraguez,Javier Andrés Parraguez Herrera,29,68,
Fredinho Mutto,Frederico Tomás Mutto Heck,27,68,
Anselmo Meirás,Anselmo Túlio Meirás Abrão,35,68,
Nosberto Vila,Nosberto Diego Vila Abranches,35,68,
Eder Pinhanços,Eder Adolfo Pinhanços Dias,35,68,
Kauã Zanson,Kauã Ricardo Zanon Bardini,35,68,
Jadson Castrelo,Jadson José Castrelo Rios,35,68,
Adão Morrinhos,Adão Douglas Morrinhos Paes,27,68,
Arthur Silbeira,Douglas Arthur Silbeira Martins,35,68,
Jessé Ferdeira,Jessé Jonas Ferdeira Farias,27,68,
Ataúlfo Anjos,Ataúlfo Heitor Anjos Rosan,27,68,
Helito Caldeira,Helio Paulo Caldeira Andrade,35,68,
Mauriçio Clerez,Mauriçio César Clerez Farias,27,68,
Lucas Medeirão,Lucas Luciano Medeirão Hoffman,35,68,
Dener Rolim,Dener Adão Rolim Leal,31,68,
Adão Salvadaldo,Adão Dênis Salvador Vidigal,35,68,
Kaio Figueiras,Kaio Fabiano Figueiras Guerra,27,68,
F. Picault,Fafà Picault,28,68,
A. Marchesano,Antonio Marchesano,28,68,
Y. Mutō,武藤 雄樹,30,68,
H. Okuno,奥埜 博亮,29,68,
S. Sasaki,佐々木 翔,29,68,
T. Nakagawa,仲川 輝人,26,68,
K. Mizunuma,水沼 宏太,29,68,
D. Suzuki,铃木 大輔,29,68,
S. Hlanti,Sifiso Hlanti,29,68,
Vágner Norteiro,Vágner Nilson Norteiro Brito,35,68,
Márcio Velinha,Márcio Anderson Vasquez Hoffman,31,68,
Jorgino Baumer,Jorgino Kaio Baumer Negrão,35,68,
Adrián Maideira,Adrián Guto Maideira Almeida,35,68,
Davide Eustáquio,Davide Maurício Eustáquio Silva,27,68,
Jonaldo Santoso,Jonaldo Kauã Santoso Jasper,27,68,
J. Chancellor,Jhon Chancellor,27,68,
S. Skarlatidis,Simon Skarlatidis,28,68,
M. Manias,Michalis Manias,29,68,
Getterson,Getterson Alves dos Santos,28,68,
N. Siega,Nicholas Siega,28,68,
E. Sakic,Emanuel Sakic,28,68,
Daniel Mestrança,Daniel Clayton Mestrança Silva,35,68,
Freddy Cardouso,Fred Marcos Cardouso Pombal,31,68,
Heitor Mutto,Heitor Edvaldo Mutto Heck,27,68,
Enzio Julião,Enzio Leandro Julião Morrinhos,35,68,
R. Matsuda,松田 陸,27,68,
D. Hägele,Daniel Hägele,30,68,
K. Gjasula,Klaus Gjasula,29,68,
R. Rep,Rajko Rep,29,68,
M. Tchokounté,Malik Tchokounté,30,68,
T. Mkhize,Thamsanqa Mkhize,30,68,
A. Mulenga,Augustine Mulenga,29,68,
Gonzalo Verdú,Gonzalo Cacicedo Verdú,30,68,
Jorge Félix,Jorge Félix Muñoz García,27,68,
D. Zagorac,Danijel Zagorac,32,68,
N. Fujimoto,藤本 憲明,29,68,
G. Velázquez,Gustavo Velázquez,28,68,
N. Aoyama,青山 直晃,32,68,
G. Ortiz,Gerardo Ortiz,30,68,
I. Ahmed,Ismail Ahmed,35,68,
B. Al Ahbabi,Bandar Al Ahbabi,28,68,
J. Rodríguez,Jonathan Rodríguez,29,68,
D. Rusu,Denis Rusu,28,68,
M. Gagliardo,Maximiliano Gagliardo,36,68,
J. Mejídez,Juan Mejídez,34,68,
R. Mandive,Rodrigo Mandive,34,68,
R. Castillo,Rubilio Castillo,27,68,
M. Greenwood,Mason Greenwood,17,87,
E. Ampadu,Ethan Ampadu,18,86,
P. Pellegri,Pietro Pellegri,18,86,
O. Skipp,Oliver Skipp,18,86,
J. Arp,Jann-Fiete Arp,19,85,
J. Carranza,Julián Carranza,19,85,
R. Gravenberch,Ryan Gravenberch,17,85,
J. Álvarez,Julián Álvarez,19,85,
J. Willock,Joseph Willock,19,84,
J. Sargent,Josh Sargent,19,84,
J. Clarke,Jack Clarke,18,84,
S. Diop,Sofiane Diop,19,84,
L. Nmecha,Lukas Nmecha,20,83,
L. Itter,Luca Itter,20,83,
J. Beyer,Louis Jordan  Beyer,19,83,
David Tavares,David José Gomes O. Tavares,20,83,
M. Kudus,Mohammed Kudus,18,83,
S. Sosa,Santiago Sosa,20,83,
L. Mbe Soh,Loïc Mbe Soh,18,83,
A. Muric,Arijanet Muric,20,82,
C. Durkin,Chris Durkin,19,82,
Oriol Busquets,Oriol Busquets Mas,20,82,
Carles Pérez,Carles Pérez Sayol,21,82,
Miranda,Juan Miranda González,19,82,
Hugo Duro,Hugo Duro Perales,19,82,
Andrés Martín,Andrés Martín García,19,82,
R. Bellanova,Raoul Bellanova,19,82,
Alex Sola,Alex Sola López-Ocaña,20,82,
T. Chalobah,Trevoh Chalobah,19,81,
G. Maggiore,Giulio Maggiore,21,81,
N. Bajrami,Nedim Bajrami,20,81,
R. Porteous,Ryan Porteous,20,81,
A. Sambi Lokonga,Albert Sambi Lokonga,19,81,
L. Cacace,Liberato Gianpaolo Cacace,18,81,
C. Doucouré,Cheick Oumar Doucoure,19,81,
K. Scherpen,Kjell Scherpen,19,81,
H. Dervişoğlu,Halil Dervişoğlu,19,81,
T. Adarabioyo,Oluwatosin Adarabioyo,21,80,
K. Bielik,Krystian Bielik,21,80,
B. Rovira,Brayan Rovira,22,80,
Diego Alende,Diego Alende López,21,80,
C. McLennan,Connor McLennan,19,80,
F. Kadioglu,Ferdi Erenay Kadıoğlu,19,80,
R. Yates,Ryan Yates,21,80,
G. Berterame,Germán Berterame,20,80,
Barrenetxea,Ander Barrenetxea,17,80,
F. Delorenzi,Francisco Delorenzi,21,80,
M. El Hacen,Moctar El Hacen,21,80,
R. Vaca,Ramiro Vaca,20,80,
R. Oxford,Reece Oxford,20,79,
K. Soni,Kévin Soni,21,79,
R. Nyambe,Ryan Nyambe,21,79,
Aitor Buñuel,Aitor Buñuel Redrado,21,79,
Joni Montiel,Jonathan Montiel Caballero,20,79,
A. Hadžiahmetović,Amir Hadžiahmetović,22,79,
J. Ruiz,Jean Ruiz,21,79,
S. Jurado,Sebastián Jurado Roca,21,79,
J. Masson,Julien Masson,21,79,
T. Edwards,Thomas Edwards,20,79,
E. Demirović,Ermedin Demirović,21,79,
M. Carraro,Marco Carraro,21,79,
M. Ojeda,Martín Exequiel Ojeda,20,79,
O. Moruţan,Olimpiu Moruţan,20,79,
A. Lioi,Andrés Lioi,22,79,
J. López Pissano,Joel Brandon López Pissano,22,79,
A. Danzi,Andrea Danzi,20,79,
M. Gómez,Matías Gómez,20,79,
Y. Benrahou,Yassine Benrahou,20,79,
Gonçalo Cardoso,Gonçalo Bento Soares Cardoso,18,79,
Álex Blanco,Alejandro Blanco Sánchez,20,79,
Abdu Conté,Abdu Cadri Conté,21,79,
Alex Bermejo,Alex Bermejo Escribano,20,79,
S. Agouzoul,Saad Agouzoul,21,79,
R. Nteka,Randy Nteka,21,79,
S. Dest,Sergiño Dest,18,79,
B. Carvallo,Bryan Andrés Carvallo Utreras,22,78,
F. Woodman,Freddie Woodman,22,78,
S. Ojo,Oluwaseyi Babajide Ojo,22,78,
G. Docherty,Greg Docherty,22,78,
J. Drolè,Jean Armel Drolè,21,78,
D. Vergara,Duván Vergara,22,78,
A. Dijksteel,Anfernee Dijksteel,22,78,
S. Clare,Sean Clare,22,78,
S. Field,Sam Field,21,78,
G. Coucke,Gaëtan Coucke,20,78,
Yago,Yago César da Silva,22,78,
V. Mantovani,Valerio Mantovani,23,78,
M. Wilks,Mallik Wilks,20,78,
M. Andersen,Magnus Kofod Andersen,20,78,
Y. Guzmán,Yeison Estiven Guzmán Gómez,21,78,
T. Galdames,Thomas Galdames,20,78,
A. Obispo,Armando Obispo,20,78,
A. Ouahim,Anas Ouahim,21,78,
J. Ortíz,José Enrique Ortiz Cortes,20,78,
C. Munder,César Augusto Munder Rodríguez,19,78,
L. Necul,Lucas Misael Necul,19,78,
J. Keita,Jules Keita,20,78,
L. Suárez,Luis Javier Suárez,21,78,
I. Abass,Issah Abass,20,78,
Victor Campuzano,Víctor Campuzano Bonilla,22,78,
David Carmo,David Mota Teixeira Carmo,19,78,
D. Janošek,Dominik Janošek,21,78,
D. Etienne Jr.,Derrick Etienne Jr.,22,77,
J. Whatmough,Jack Whatmough,23,77,
A. Mitryushkin,Anton Mitryushkin,23,77,
J. Sims,Joshua Sims,22,77,
T. Ambrose,Thierry Ambrose,22,77,
Paolo Fernandes,Paolo Fernándes Cantin,20,77,
K. Świderski,Karol Świderski,22,77,
L. Kelly,Liam Kelly,23,77,
F. Del Sole,Ferdinando Del Sole,21,77,
R. de Boer,Rody de Boer,21,77,
C. Gutiérrez,Cristián Daniel Gutiérrez Zúñiga,22,77,
M. Kenlock,Myles Kenlock,22,77,
Q. Boisgard,Quentin Boisgard,22,77,
Verdasca,Diogo Sousa Verdasca,22,77,
R. McGree,Riley McGree,20,77,
A. Lucoqui,Anderson Lucoqui,21,77,
L. Lappalainen,Lassi Lappalainen,20,77,
Y. Wissa,Yoane Wissa,22,77,
N. Schmidt,Niklas Schmidt,21,77,
L. Thomas,Luke Thomas,20,77,
Marlon,Marlon Rodrigues Xavier,22,77,
D. O'Shea,Dara O'Shea,20,77,
H. Kane,Herbie Kane,20,77,
Jang Gyeol Hee,Gyeol hee Jang,21,77,
B. Lennon,Brooks Lennon,21,77,
K. Kuchaev,Konstantin Kuchaev,21,77,
B. Baningime,Beni Baningime,20,77,
A. Koita,Aboubakary Koita,20,77,
O. Azubuike,Okechukwu Azubuike,22,77,
R. D'Haese,Robbie D'Haese,20,77,
S. Dembele,Siriki Dembele,22,77,
Escriche,Daniel Escriche Romero,21,77,
Cristian Rivero,Cristian Rivero Sabater,21,77,
Y. Clementia,Yannis Clementia,21,77,
Lucas,Lucas de Souza Cunha,22,77,
S. Gómez,Sebastián Gómez Londoño,23,77,
S. Guzmán,Sebastián Felipe Guzmán Mendoza,22,77,
I. Erquiaga,Iván Erquiaga,21,77,
Jimmy,Jaime Suárez Juesas,22,77,
D. Jovanović,Djordje Jovanović,20,77,
W. Ditta,Willer Ditta,22,77,
K. Sidibé,Kalidou Sidibé,20,77,
A. Loba,Aké Loba,21,77,
Anderson Oliveira,Anderson Oliveira Silva,21,77,
J. Pretell,Jesús Pretell,20,77,
T. Asta-Buruaga,Tomás Pablo Astaburuaga Montoya,22,76,
S. Svendsen,Sander Svendsen,21,76,
João Afonso,João Afonso Crispim,24,76,
C. Brannagan,Cameron Brannagan,23,76,
L. Morgan,Lewis Morgan,22,76,
N. Jackers,Nordin Jackers,21,76,
J. Hesketh,Jake Hesketh,23,76,
B. Close,Ben Close,22,76,
M. Schulz,Marvin Schulz,24,76,
J. Gómez,Jefferson José Gómez Genes,23,76,
M. Rasmussen,Mathias Rasmussen,21,76,
O. Albornoz,Omar Albornoz,23,76,
F. Miguel,Florian Miguel,22,76,
R. Gelmi,Roy Gelmi,24,76,
D. Arboleda,Danilo Arboleda,24,76,
K. Boto,Kenji-Van Boto,23,76,
H. Tijanovich,Horacio Gabriel Tijanovich,23,76,
L. Clemenza,Luca Clemenza,21,76,
J. Simpson,Jack Simpson,22,76,
J. Stage,Jens Stage,22,76,
T. Kunimoto,邦本 宜裕,21,76,
R. Miérez,Ramón Miérez,22,76,
J. Sørensen,Jacob Lungi Sørensen,21,76,
S. Edera,Simone Edera,22,76,
C. Calderón,Cristian Calderón,22,76,
David Carmona,David Carmona Sierra,22,76,
J. Storey,Jordan Storey,21,76,
Carbonell,Alejandro Carbonell Vallés,21,76,
L. Badiashile,Loïc Badiashile Mukinayi,21,76,
G. Tormin,Guevin Tormin,21,76,
M. Hongla,Martin Hongla,21,76,
M. Berisha,Mërgim Berisha,21,76,
F. Beijmo,Felix Beijmo,21,76,
A. Fuchs,Alexander Fuchs,22,76,
B. Manu,Braydon Manu,22,76,
C. Holse,Carlo Holse,20,76,
G. Vicario,Guglielmo Vicario,22,76,
Borja Sánchez,Borja Sánchez Laborde,23,76,
R. Frosler,Reeve Frosler,21,76,
Y. Armougom,Yoël Armougom,21,76,
Bruno Costa,Bruno Xavier Almeida Costa,22,76,
Juan Ibiza,Juan Fernández Blanco,23,76,
Bernardo Martins,Bernardo Brites Martins,21,76,
M. Graiciar,Martin Graiciar,20,76,
R. Framberger,Raphael Framberger,23,75,
T. Fosu,Tarique Fosu,23,75,
José Suárez,José Aurelio Suárez García,23,75,
F. Dagerstål,Filip Dagerstål,22,75,
M. Bader,Matthias Bader,22,75,
R. Raveloson,Rayan Raveloson,22,75,
A. Fontana,Agustín Fontana,23,75,
B. Torrealba,Brian Torrealba,21,75,
J. Vargas,Jeisson Vargas,21,75,
M. Zetterer,Michael Zetterer,23,75,
J. Cullen,Josh Cullen,23,75,
G. Troupée,Giovanni Troupée,21,75,
A. Disasi,Axel Disasi,21,75,
N. Julan,Nathaël Julan,22,75,
Iury,Iury Lirio Freitas de Castilho,23,75,
Y. Urra,Yerko Urra,22,75,
I. Ochoa,Iván Fernando Ochoa Chávez,22,75,
Y. Ideguchi,井手 口陽介,22,75,
D. Doekhi,Danilho Doekhi,21,75,
K. Itakura,板仓 晃,22,75,
S. Palombi,Simone Palombi,23,75,
R. Descamps,Rémy Descamps,23,75,
N. Jambor,Nikola Jambor,23,75,
L. Bogdan,Luka Bogdan,23,75,
D. Duarte,Deroy Duarte,19,75,
R. Lundqvist,Ramon Pascal Lundqvist,22,75,
C. González,Cristian González,22,75,
P. Neumann,Phil Neumann,21,75,
I. Conté,Ibrahima Conté,23,75,
S. Doumbia,Souleyman Doumbia,22,75,
A. Poúngouras,Achilléas Poúngouras,23,75,
Nouhou,Nouhou Tolo,22,75,
Alex Pinto,Alexandre Reis Pinto,20,75,
M. Sipľak,Michal Sipľak,23,75,
S. Şahintürk,Sedat Şahintürk,23,75,
S. Oum Gouet,Samuel Oum Gouet,21,75,
O. Nor Afkan,Omid Nor Afkan,22,75,
Chris Ramos,Christopher Ramos de la Flor,22,75,
L. Romo,Luis Francisco Romo Barrón,24,75,
Zubiaurre,Andoni Zubiaurre Dorronsoro,22,75,
André Ferreira,André Filipe M. Ribeiro Ferreira,23,75,
K. Schlotterbeck,Keven Schlotterbeck,22,75,
N. Aguerd,Nayef Aguerd,23,75,
D. Maeda,Daizen Maeda,21,75,
L. Ofori,Lawrence Ofori,21,75,
Filipe Soares,Filipe Miguel Barros Soares,20,75,
H. Stengel,Herman Sørby Stengel,23,74,
A. Gilbey,Alex Gilbey,24,74,
J. Moore-Taylor,Jordan Moore-Taylor,25,74,
F. Lohkemper,Felix Lohkemper,24,74,
G. Donyoh,Godsway Donyoh,24,74,
H. Bjørdal,Henrik Rørvik Bjørdal,22,74,
F. Bravo,Federico Bravo,25,74,
L. O'Nien,Luke O'Nien,24,74,
J. McCarthy,Jason McCarthy,23,74,
G. Honeyman,George Honeyman,24,74,
F. Manzano,Fabián Jorge Manzano Pérez,25,74,
B. Barker,Brandon Barker,22,74,
P. Bochniewicz,Paweł Bochniewicz,23,74,
D. Rodríguez,Darío Andrés Rodríguez Parra,24,74,
L. Houri,Lyes Houri,23,74,
Iván Villar,Iván Villar Martínez,21,74,
S. Lovric,Sandi Lovric,21,74,
R. Gall,Romain Gall,24,74,
J. Devecchi,José Devecchi,23,74,
S. Salazar,Sebastián Salazar,23,74,
Eneko Capilla,Eneko Capilla González,24,74,
B. Akintola,Babajide David Akintola,23,74,
J. Martinez,Jimmy Antonio Martínez,22,74,
D. Atanga,David Atanga,22,74,
K. Paal,Kenneth Paal,22,74,
A. Nkaka,Aristote Nkaka,23,74,
J. Mulraney,Jake Mulraney,23,74,
T. Skarke,Tim Skarke,22,74,
J. Van Cleemput,Jules Van Cleemput,22,74,
O. Duarte,William Omar Duarte Figueroa,23,74,
J. Grot,Jay-Roy Grot,21,74,
A. Mozo,Alan Mozo,22,74,
A. Peña,Alexis Peña,23,74,
Miquel Parera,Miquel Parera Pizá,23,74,
F. Henríquez,Fabián Henríquez,24,74,
Curro Sánchez,Francisco Jose Sánchez Rodriguez,23,74,
A. Muyl,Alex Muyl,23,74,
Y. Nakayama,中山 雄太,22,74,
D. Dankerlui,Damil Dankerlui,22,74,
Delmás,Julián Javier Delmás Germán,24,74,
K. Eisele,Kai Eisele,24,74,
O. Mihálik,Ondřej Mihálik,22,74,
S. Ndlovu,Siphesihle Ndlovu,22,74,
S. van der Water,Silvester van der Water,22,74,
Allan Sousa,Allan Gonçalves Sousa,22,74,
G. Beridze,Giorgi Beridze,22,74,
S. Ferreira,Sebastián Ferreira,21,74,
T. Mavromatis,Theofanis Mavromatis,22,74,
Rúben Macedo,Rúben Daniel Fonseca Macedo,23,74,
Eduardo Kau,Eduardo de Sousa Santos,20,74,
N. Šipčić,Nikola Šipčić,24,74,
Paulo Otávio,Paulo Otávio Rosa da Silva,24,73,
D. Henen,David  Henen,23,73,
P. Klewin,Philipp Mickel Klewin,25,73,
Alex Muñoz,Alejandro José Muñoz Miguel,24,73,
L. Wahlqvist,Linus Wahlqvist,22,73,
N. Orellana,Nicolás Iván Orellana Acuña,23,73,
L. Povea,Leonardo Nicolás Povea Pérez,25,73,
T. Lumanza Lembi,Tortol Lumanza Lembi,25,73,
P. Zinckernagel,Philip Zinckernagel,24,73,
U. Ikpeazu,Uche Ikpeazu,24,73,
B. Véjar,Bryan Alfonso Vejar Utreras,23,73,
P. Jaroszyński,Paweł Jaroszyński,24,73,
O. Diakhité,Oumar Diakhité,25,73,
S. Adekugbe,Sam Adekugbe,24,73,
E. Babayan,Edgar Babayan,23,73,
B. Borrello,Brandon Borrello,23,73,
F. Onyedinma,Fred Onyedinma,22,73,
K. Veendorp,Keziah Veendorp,22,73,
L. Zander,Luca Zander,23,73,
Ronan,Ronan David Jeronimo,24,73,
A. Witry,Aslak Fonn Witry,23,73,
X. Mous,Xavier Mous,23,73,
W. Pacheco,Walmer Pacheco Mejía,24,73,
L. Boeder,Lukas Boeder,22,73,
M. Kvasina,Marko Kvasina,22,73,
F. Brorsson,Franz Brorsson,23,73,
M. Christiansen,Max Christiansen,22,73,
S. Rosales,José Santiago Rosales,24,73,
Zhang Yuning,张玉宁,22,73,
M. Thiam,Mamadou Thiam,24,73,
Xande Silva,Alexandre Costa Silva,22,73,
R. Holgado,Rodrigo Holgado,24,73,
C. Borthwick-Jackson,Cameron Borthwick-Jackson,22,73,
L. Vignali,Luca Vignali,23,73,
L. Guwara,Leon Guwara,23,73,
A. Ioniță,Alexandru Ioniță,24,73,
L. Samson,Louis Samson,23,73,
K. Bartolec,Karlo Bartolec,24,73,
A. Seydel,Aaron Seydel,23,73,
G. Miura,三浦 弦太,24,73,
F. Pick,Florian Pick,23,73,
A. Hrustić,Ajdin Hrustić,22,73,
A. Arellano,Aldo Misael Arellano Miranda,24,73,
S. Raggett,Sean Raggett,25,73,
L. Schweers,Lion Schweers,23,73,
M. Heyer,Moritz Heyer,24,73,
B. Rother,Björn Rother,22,73,
J. Balkovec,Jure Balkovec,24,73,
F. Flecker,Florian Flecker,23,73,
Tiago Castro,Tiago Augusto Oliveira Castro,23,73,
B. Henning,Bryan Henning,24,73,
J. Levi,Jonathan Levi,23,73,
M. Biankadi,Merveille Biankadi,24,73,
A. Matějů,Aleš Matějů,23,73,
D. Bizimana,Djihad Bizimana,22,73,
T. Mohr,Tobias Mohr,23,73,
D. Kyereh,Daniel-Kofi Kyereh,23,73,
O. Andrievskyi,Oleksandr Andrievskyi,25,73,
M. Di Gennaro,Matteo Di Gennaro,25,73,
L. Haquin,Luis Haquin,21,73,
L. Maboe,Lebohang Maboe,24,73,
S. Milošević,Stefan Milošević,23,73,
Gerson Rodrigues,Gerson Rodrigues Gouveia,24,73,
Luiz Henrique,Luiz Henrique Bezerra Santos,22,73,
G. Long,George Long,25,72,
A. Ludwig,Alexander Ludwig,26,72,
P. Izzo,Paul Izzo,24,72,
L. Vigen,Lasse Vigen,24,72,
P. Mpanzu,Pelly-Ruddock Mpanzu,25,72,
S. Sandberg,Simon Sandberg,25,72,
C. Chapman,Connor Chapman,24,72,
Caye Quintana,Cayetano Quintana Hernández,25,72,
R. Colclough,Ryan Colclough,24,72,
O. Osawe,Osayamen Osawe,25,72,
S. Horvath,Sascha Horvath,22,72,
L. Crecco,Luca Crecco,23,72,
J. Martínez,Jefersson Justino Martínez Valverde,25,72,
C. Rodríguez,Camilo Bryan Rodríguez Pedraza,24,72,
D. Melo,Dario Esteban Melo Pulgar,25,72,
G. Navarrete,Gerardo Navarrete,24,72,
L. Cárdenas,Luis Cárdenas,25,72,
F. De Col,Filippo De Col,25,72,
C. Cuevas,Cristian Alejandro Cuevas Jara,24,72,
S. Nicholson,Sam Nicholson,24,72,
Rubén Yáñez,Rubén Yáñez Alabart,25,72,
L. Rosseti,Lorenzo Valerio Rosseti,24,72,
M. Diagne,Modou Diagne,25,72,
E. Lancini,Edoardo Lancini,25,72,
F. Palacios Martínez,Federico Palacios Martínez,24,72,
M. Spano-Rahou,Maxime Spano-Rahou,24,72,
I. Poblete,Israel Elías Poblete Zúñiga,24,72,
E. Bonifacio,Ezequiel Augusto Bonifacio,25,72,
J. Benet,Jessy Benet,24,72,
M. Al Kuwaykibi,Mohammed Marzouq Al Kuwaykibi,24,72,
G. Di Noia,Giovanni Di Noia,24,72,
D. Liotti,Daniele Liotti,25,72,
Carlos Nieto,Carlos Nieto Herrero,23,72,
M. Thychosen,Mads Døhr Thychosen,22,72,
L. Gonnelli,Lorenzo Gonnelli,26,72,
Q. Lecoeuche,Quentin Lecoeuche,25,72,
Akieme,Sergio Akieme Rodríguez,21,72,
C. Depres,Clément Depres,24,72,
H. Pehlivan,Halil İbrahim Pehlivan,25,72,
S. Spierings,Stijn Spierings,23,72,
T. Deng,Thomas Deng,22,72,
J. Bizama,Jose Carlos Bizama Venegas,25,72,
K. Osorio,Kelvin Osorio,25,72,
J. Niezgoda,Jarosław Niezgoda,24,72,
H. Kawabe,川邉 骏,23,72,
D. Warmerdam,Django Warmerdam,23,72,
J. Bruijn,Jordy Bruijn,22,72,
R. Popa,Răzvan Ștefan Popa,22,72,
Lasure,Daniel Lasure Briz,25,72,
D. Bamba,Daouda Karamoko Bamba,24,72,
Deng Hanwen,邓涵文,24,72,
L. Abubakar,Lalas Abubakar,24,72,
Eric Curbelo,Éric Curbelo de la Fe,25,72,
A. Onaiwu,奥奈 武,23,72,
C. Colmán,Cristian Colmán,25,72,
André Pedrosa,André Alexandre Antunes Pedrosa,22,72,
R. Preißinger,Rico Preißinger,22,72,
V. Gvilia,Valeriane Gvilia,25,72,
M. Adams,Mohammed Adams,22,72,
Stoichkov,Juan Diego Molina Martínez,25,72,
U. Meraş,Umut Meraş,23,72,
X. Arreaga,Xavier Arreaga,24,72,
V. Savićević,Vukan Savićević,25,72,
J. Mellot,Jérémy Mellot,25,72,
Rômulo,Rômulo da Silva Machado,23,72,
D. Takagi,高木 大輔,23,72,
M. Gillespie,Mark Gillespie,27,71,
J. Forster-Caskey,Jake Forster-Caskey,25,71,
L. Bostyn,Louis Bostyn,25,71,
P. Parzyszek,Piotr Parzyszek,25,71,
C. Edwards,Curtis Edwards,25,71,
A. Oshilaja,Abdulyussuf Adedeji Adeniyi Oshilaja,26,71,
T. Grøgaard,Thomas Grøgaard,25,71,
A. Leitner,Andreas Leitner,25,71,
J. Baldwin,Jack  Baldwin,26,71,
D. Marsura,Davide Marsura,25,71,
A. Mendoza,Alan Omar Mendoza López,25,71,
Bruninho,Bruno Felipe de Abreu Barbosa,25,71,
B. Edomwonyi,Bright Edomwonyi,24,71,
Andrés Prieto,Andrés Tomás Prieto Albert,25,71,
S. Pasa,Simone Pasa,25,71,
A. Deja,Adam Deja,26,71,
R. Williams,Ronwen Williams,27,71,
L. Cabrera,Luis Alberto Cabrera Figueroa,25,71,
J. van Aken,Joost van Aken,25,71,
T. Dierckx,Tuur Dierckx,24,71,
C. Hountondji,Cédric Hountondji,25,71,
P. Lipski,Patryk Lipski,25,71,
Claude Gonçalves,Joaquim Claude Gonçalves Araújo,25,71,
P. Ciurria,Patrick Ciurria,24,71,
Campins,Joan Campins Vidal,24,71,
Moi Delgado,Moisés Delgado López,25,71,
B. Tuiloma,Bill Tuiloma,24,71,
